mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_1,C,0.0817354099104199,98.68946496237167,142.91669186791543,-1.768196605616354,-7.569963931339775,-6.674818289787962,2.257884669066512,5.338921850966618,-4.125589852379649,-3.1188228706583905,9.26267898891294,9.26258973253578,9.262589752904445,9.262904106134895,-6.186302195134863,5.661252369499702,5.64471236173955,5.636546488290379,5.707883588529799
gdb_2,N,0.1568393218386398,184.45255129690693,173.66371017088588,-0.705986479363799,-8.027962819534471,-0.7691910328246705,1.52923397261724,1.868722791403268,-4.158503396414672,-3.431109711802459,8.8621082274628,8.86201660741038,8.862016602814018,8.862353250279831,-6.223963998504721,6.159085940277457,6.141833617537457,6.132597728634267,6.22164075748973
gdb_3,O,0.4364679324105007,275.6024525032204,257.2252235871683,-0.5586388025245081,-8.412681885618017,-2.386799722949275,1.226694794559355,2.32327888410532,-4.184083080212001,-3.8212954550969873,8.365885045629856,8.365790064916677,8.365790085279798,8.366172010993274,-6.301256849865082,6.425572258008738,6.409589666726299,6.400906652867241,6.48471871476045
gdb_4,C#C,-0.0054239117514669,21.59619185499186,31.4754977834281,-1.768196605616354,-7.195015508204384,-2.011767540601949,0.8410638704151496,1.7677103263583682,-4.039226740304344,-3.6570225387565514,8.343325889311837,8.343232407888792,8.343232403289225,8.343579318429569,-5.6681447043273465,5.705117858128321,5.691953032968984,5.685892764383127,5.738178018379722
gdb_5,C#N,-0.0054239117514669,27.268546789957043,39.675297975234685,0.1226236714118315,-7.596833199447198,-5.441278702067244,0.1699382289487148,2.7041800543787997,-4.0777501494546575,-3.964771287992934,7.941344651700702,7.941239437938911,7.941239458299409,7.94159431535452,-6.23331791045279,6.054791014686964,6.04124186475396,6.0351594147302965,6.0882153229649285
gdb_131852,c1c(cn[nH]1)NCCO,-0.0023889329155309,-0.4118887228164443,-0.4023857904573995,0.2310924712137041,0.0560228896940481,2.515729407735631,0.4618246190468151,-0.7155127726621006,1.4586591189216138,0.0362028807903958,-0.5921024973616195,-0.5920964544168864,-0.5920964590716694,-0.5921242945205567,0.1381730596478094,0.206707735855223,0.2058000047361694,0.204308873399935,0.2262987148139725
gdb_43476,O=C1NC(=O)C2CC1C2,-0.0040015692065541,0.2624978345153555,0.1383593577747917,0.0576730768316739,-0.7024232691563699,-0.8143756331074807,-0.76537655392038,-0.3767001294906637,-0.7782626211295555,-0.6236537147402724,-0.6592971682937696,-0.6593432898265893,-0.6593432944817892,-0.6592336127357417,-1.1502052334099302,0.3410888959206847,0.3409645682972814,0.3433977050519765,0.3196298376100148
gdb_21453,c1nc(on1)NC=N,-0.0020336401834512,0.0882075918524058,0.1001799847465993,1.0062523338941955,-1.8223832170884664,-0.3580111702510979,-0.797334917799734,-0.6229180130376082,-1.0536257135109317,-1.8791123329629964,0.0176090232363207,0.0175619826170693,0.0175619779660538,0.0176590128502,-2.07624251626878,2.341472124052768,2.338008324453182,2.336108776254511,2.363519304882029
gdb_47651,C1CC(=O)NCCC=C1,-0.0042126480942185,0.1697522405986742,0.0192484761066323,0.5728345332400862,0.6544747702684502,0.2339070934537156,0.0506270037991264,-0.0589317498702477,-0.22645514147871,0.7688492683767794,0.2086656627335486,0.2086634005379692,0.2086634208506837,0.2086709825164921,0.131034547897968,-0.8281784931184392,-0.8286734900224964,-0.827743419217958,-0.8361976963668892
gdb_120327,COCC1C2CCCC12,-0.0036450606459337,-0.3063068709902654,-0.2092709985543409,-1.0993492352717948,1.3066651870576982,-0.2902342698268825,1.4887533783700582,1.6056694970155074,1.0026883243772016,1.7584237865512329,0.5807952497749932,0.5808167385163491,0.5808167338688143,0.580724162637872,0.6713460406877539,-1.6899993876150767,-1.6916994232899245,-1.692001340254954,-1.6912950953280772
gdb_18112,C1OCC2C=CCC12,-0.0034370102766345,0.4948258945438261,0.5099579267675708,-0.8193559779519007,-0.4251812755025142,0.0622056123790369,0.3126855876098295,0.2777764669460866,-1.3252452021359398,0.2646101556142743,1.5906638796840422,1.5906223647021456,1.5906223600608511,1.5907046379455685,-1.52190015555689,-0.0965197634563808,-0.1009602672266666,-0.1002903774067669,-0.108208099442752
gdb_45538,O=C1CC2CCNC2=C1,-0.0030843978938378,-0.1171725346995588,-0.1248528725352755,2.2559958670331204,0.832789004072253,1.2234498396472588,-0.3200900172013804,-0.88597130742537,-0.0670590492179551,0.0779172620345463,0.2381260524482999,0.2380990136539298,0.2380990339668247,0.2381639718474192,-0.6158014744820828,-0.3571299044875164,-0.3570023141470737,-0.3545213801876228,-0.3812341194174597
gdb_46983,N=C1OCC2COC1C2,-0.0039185170642328,0.2470791715468392,0.3067757553641307,0.9382959773918176,-0.333581497863575,-0.570378791580305,0.1848521320924134,0.448235001709356,-0.855558226617658,0.0818542821663787,-0.6879512970442715,-0.6879903360196908,-0.6879903406750664,-0.6878961880662299,-0.917588212596104,-0.0452677555223741,-0.0486020298856986,-0.0482988456791099,-0.0405350564481133
gdb_29887,Cn1cnc(=O)nc1O,-0.0035817601909065,0.0416611613020773,-0.0887088808566616,3.255607734122908,-1.026075816813954,-0.2992711898834448,-0.9507350644206334,-0.7996898268661837,-0.4139488154514159,-1.3804932413047113,-1.4610024423199834,-1.4610290556488927,-1.461029060309045,-1.4609692867619544,-0.9298959914751428,1.277538021145946,1.279033409818176,1.2797278740070828,1.274772090599154
gdb_107310,CCC12CC1N=C(N)O2,-0.0036951417288266,-0.0717878707283487,-0.0807590281414917,-0.6148334819399361,0.1427373458589098,1.1330806390816384,0.9390695196451688,0.3977287691869067,0.048820374953052,0.3461455420086403,-0.1916881254263564,-0.1916874330886013,-0.1916874377409098,-0.1916754837081405,0.3752208808580893,-0.3075534328812455,-0.308407528167253,-0.308710714065434,-0.2991077467084007
gdb_51556,O=CNC1CC11COC1,-0.0039717261423716,-0.0531996054624553,-0.0761862655579096,1.3859584758512324,-0.2798429616487292,-0.0010528280168966,0.1656771137648009,0.1641374437705745,-0.0535333906161042,-0.0335214452084719,-0.6869490062539516,-0.6869480996739107,-0.6869481043292798,-0.6869571889543636,-0.0796746265111698,0.0600157102809207,0.059914283119302,0.0594520940951924,0.0666595223934458
gdb_107668,CCC12COCCC1N2,-0.0036826021153766,-0.1047024858204353,-0.0724167027894077,-0.6167937614544278,0.7790504678574072,0.2158332533405922,1.52923397261724,1.4099578459910125,0.2030730780750333,1.4398256917607148,0.1798982046298884,0.1799038730990811,0.1799038684490689,0.1798998719987629,0.5037140923552499,-1.2264395810709687,-1.2299514914044634,-1.2310713525310235,-1.2087527871127677
gdb_107965,CCC12CC3C1CC23C,-0.0040033155784582,-0.0341756777293924,0.1631490247947703,-1.5781801780116278,1.8501572010487384,-1.2707400959638635,1.7401591742209763,2.310652325974708,-0.0339056543168456,1.7060103276969114,1.5088695173875373,1.5088895624082836,1.5088895577664845,1.508853954775356,0.8960860830189944,-1.7920995966063016,-1.7935829131777652,-1.7931662386826388,-1.7957283814859983
gdb_94256,OC1CCC1(C=O)C#N,-0.0042220928713829,0.0274610904518753,0.1754343310572485,0.4833151020782996,-0.6389140899933724,-1.6412538182829064,-1.6197301482951112,-0.8333606485478176,-0.470663000421603,-0.7543267188105648,-0.657759059317203,-0.6577608139953863,-0.6577608186505751,-0.6577462213680156,-0.0636745139684204,0.502656222887189,0.5057299243663429,0.5070009594122976,0.4894279654467912
gdb_115519,OCC1COC(CO)O1,-0.0041924045490147,0.0350567708577414,-0.0089365355861856,0.1243225803243911,-0.9552386554398412,-0.6155633918631153,1.2330864673352258,1.5046570319706063,-0.1340643018999558,0.3234851360590088,-2.1404348050417843,-2.140432505108665,-2.140432509773016,-2.1404338318388976,0.3429745001950086,-0.0138704597581866,-0.0160279028765378,-0.0183932629504398,0.0165801027544119
